"","pos_date","valg","wc","Navn","Parti","Statement","year"
"610",2000-06-15,1997,12,"Presidenten","Stortinget","De talere som heretter får ordet, har entaletid på inntil 3 minutter",2000
"611",2000-06-15,1997,503,"Ola Røtvei ","Ap","Det som fikk meg til å ta ordet, varrepresentanten Sahls lange utlegning om Arbeiderpartiets løftebrudd. Da har jeg lyst til å beskrive situasjonenlitt på veisektoren.Vi har brukt 190 mill. kr mer enn det som var forutsattpå vinterbrøyting. Når det gjelder fergedriften, mangletvi 160 mill. kr. Derfor var det nødvendig å foreta en omdisponering som tilførte drift og vedlikehold og fergedriften 350 mill. kr. Jeg har lyst å stille spørsmålet: Erdet distriktsfiendtlig at vi skal legge asfalt i Nordland ogTroms til sommeren? Og er det distriktsfiendtlig at viskal opprettholde fergetilbudet?Representanten Sahl var også voldsomt opptatt avposttjenester. Da har jeg lyst å stille spørsmålet til representanten Sahl hvorfor de valgte å kutte – med et enkeltgrep – 200 mill. kr i omstillingsmidler til Posten, i en situasjon hvor Posten er i en enormt stor omstillingsperiode. Sentrumspartiene springer nå fra regningen fra budsjettet før jul. De fremmer mange saker, og de har så myemer penger. Slik var det ikke da disse partiene satt i regjering. Jammen har situasjonen forandret seg mye på tremåneder!Flere av sentrumsrepresentantene har også vært innepå dette med rassikring. Rassikringsmidlene er ikke borte, men de er flyttet inn i investeringsposten, der de hørerhjemme. Hva var det som skjedde i 1999? Sentrumsregjeringen fremmet en egen rassikringsplan hvor de nappet ut alle rassikringsprosjekter fra gjeldende veiplan forperioden 1998-2001 uten å komme med en eneste nykrone, og fremmet planen som om det var en stor satsingpå rassikring. Er ikke det å kaste blår i øynene på folk, såvet ikke jeg!hun kunne tenke seg at den burde være, for jeg ser formeg relativt store omlegginger hvis det innlegget var representativt. Grunnen til at jeg tok ordet var at jeg ikke ble helt ferdig med innlegget i stad. Jeg kan egentlig bare føye megtil de litt indignerte utsagnene fra samferdselsministerennår det gjaldt de 200 mill. kr. Det er særdeles pinlig fordet politiske liv den måten man har flyttet den regningapå mange ganger, og det gir ikke noen særlig tillit til atdet er mulig å stole på politikeres løfter. Disse200 mill. kr er blitt flyttet og lovet ved neste runde flereganger, og de er særdeles viktige i den fasen Posten erinne i. Jeg må også innrømme at jeg er veldig skeptisk tilkuttet på 190 mill. kr på kjøp av ulønnsomme posttjenester. 90 mill. kr skal tas inn gjennom portoøkning, mennår det gjelder de øvrige 100 mill. kr sies det også i svarfra departementet at «på heilt kort sikt vil reduksjonenikkje få verknader på tilbodet av posttjenester». Og detsies videre at «Posten kan likevel ikkje gå med underskoti tenesteproduksjonen sin over tid». Jeg føler at de100 mill. kr er for å få budsjettbalansen, og at det nokkommer til å få konsekvenser for kvaliteten på posttjenestene. Derfor syns jeg også det er uheldig. Så her er det gult kort til det flertallet som kutter de200 mill. kr som har vært lovet i lang tid, men det er ogsåi nærheten av gult kort til Regjeringa – iallfall påtale nåog i neste runde gult kort – for kuttet på kjøp av posttjenester",2000
"612",2000-06-15,1997,47,"Presidenten","Stortinget","Flere har ikke bedt om ordet til sak nr. 9.(Votering, se side 3780)S a k n r . 1 0Innstilling fra samferdselskomiteen om delvis bompengefinansiering av forsert kollektivutbygging i Oslo ogAkershus (Oslopakke 2) (Innst. S. nr. 239 (1999-2000), jf.St.prp. nr. 64 (1999-2000)",2000
"613",2000-06-15,1997,80,"Presidenten","Stortinget","Etter ønske fra samferdselskomiteen vilpresidenten foreslå at debatten blir begrenset til 1 time og15 minutter, og at taletiden blir fordelt slik på gruppene:Arbeiderpartiet 25 minutter, Fremskrittspartiet, Kristelig Folkeparti og Høyre 10 minutter hver, Senterpartiet,Sosialistisk Venstreparti, Venstre og representanten Bastesen 5 minutter hver.Videre vil presidenten foreslå at det ikke blir gitt høvetil replikker etter de enkelte innlegg, og at de som måttetegne seg på talerlisten utover den fordelte taletid, får entaletid på inntil 3 minutter.– Dette anses vedtatt",2000
"614",2000-06-15,1997,44,"Inge Myrvoll ","SV","Jeg lyttet litt til representantenFaldet i stad og hennes syn på luftfartsavgifter. Det jegfølte litt behov for, var å spørre statsråden eller fraksjonslederen i Arbeiderpartiet om dette var uttrykk for Arbeiderpartiets nye luftfartspolitikk, eller om det var uttrykkfor høyttenking fra representanten Faldet om hvorda",2000
"615",2000-06-15,1997,1049,"Sverre Myrli ","Ap","Det har de siste åra blitt svært så moderne her i Stortinget å prate omulike samferdselspakker. På en måte var vel pakka vi hartil behandling her i kveld, Oslopakke 2, den første pakkasom Stortinget hadde til behandling – det er kanskje å gålitt for langt, men det var i alle fall Stortinget som tidlig iTrykt 4/7 20002000Em. 15. juni – Delvis bompengefinansiering av forsert kollektivutbygging i Oslo og Akershus3727Forhandlinger i Stortinget nr. 249(Myrli)prosessen var med på å fatte et vedtak om at det skulleutarbeides en plan for forsert kollektivutbygging i Osloog Akershus-regionen. Det vedtaket fattet Stortinget høsten 1996. Seinere har den pakka fått navnet Oslopakke 2.Oslopakke 1 viser tilbake på Oslo-pakka, som den isin tid het, hovedvegutbygginga i Oslo-området og opprettelsen av bomringen rundt Oslo for ti år tilbake ogdrøyt det. Oslopakke 1 kom jo i sin tid på beina fordi enmåtte løse innfartsproblematikken i hovedstadsområdet.Mange av oss husker hvordan trafikken stod nedover Vålerenga – det var praktisk talt ikke mulig å komme inn ogut av hovedstaden til visse tider i døgnet. Så gjorde en etskippertak og fikk satt i gang utbygging av vegsystemet.En er ennå ikke ferdig, det gjenstår mange veger før Oslopakke 1 er realisert. Men i løpet av de siste ti åra har enaltså sett at det holder ikke med den vegutbygginga somen har gjort i hovedstadsområdet.Hvis økningen i transportvolumet fortsetter på sammemåten, vil også de nye innfartsvegene til Oslo om kort tidvære sprengt, fulle av trafikk.Det er ingen god løsning at vi har fått nye veger inn tilhovedstaden hvis resultatet blir at vi flytter trafikken frade gamle, dårlige vegene og over på de nye motorvegenesom bygges. Derfor tok altså lokale krefter initiativ til atdet skulle utarbeides en plan for kollektivsatsing i hovedstadsregionen. Som sagt, Stortinget velsignet det i 1996,og gav marsjordre om at en plan skulle utarbeides. Detgjorde Oslo og Akershus. Det har i grunnen tatt lang tid –for lang tid vil jo jeg si – fra vedtaket ble fattet i 1996 ogtil vi i dag har den første runden av behandling av Oslopakke 2. Jeg ønsker å ha med disse ordene innledningsvis fordidet er svært få av de pakkene som Stortinget har hatt tilbehandling den siste tida, som det er Stortinget sjøl somhar vedtatt skal utarbeides. Eller for å si det slik: Oslopakke 2 er så vidt jeg veit den eneste pakka Stortingetsjøl har vedtatt skulle utarbeides.Vi skal i dag ta stilling til en bit av finansieringsopplegget i Oslopakke 2, hvor det er skissert at kostnadenskal deles mellom brukere i form av økte bompengetakster og økte takster på de kollektive reisemidlene, i formav lokale bidrag og i form av ganske betydelige statligebidrag. Det som foreløpig så langt er presentert, har ei total ramme på 24 milliarder kr.De to viktigste prosjektene i Oslopakke 2 er byggingav nye dobbeltspor fra Asker til Skøyen og fra Ski til Oslo. Det er mange prosjekter som inngår i den totale pakka, mange prosjekter som vil forbedre infrastrukturen forde kollektive transportmidlene rundt Oslo, men som sagt,de to dobbeltsporene er desidert de største prosjektene.Å bygge jernbane er i utgangspunktet et statlig ansvar.Men vi skjønner alle sammen at bare disse to helt fundamentalt viktige dobbeltsporene koster altså 13–14 milliarder kr.Finansiering av Oslopakke 2 og hvilke prosjekter somskal prioriteres, må vi sjølsagt komme tilbake til ved behandlinga av Nasjonal transportplan i høst, eventuelt pånyåret. I dag har vi altså fått oss forelagt og har til behandling prinsippene omkring finansiering av pakka ogforslaget om å gi bompengeselskapet A/S Fjellinjen lovtil å starte forhåndsinnkreving av økte bompengetakster,som da skal gå til kollektive transportformål. Men somsagt: Jeg understreker ganske så sterkt at den virkeligereelle runden om Oslopakke 2 må vi ta i behandlinga avNasjonal transportplan.Det er et greit flertall i samferdselskomiteen som gårinn for forslaget fra Regjeringa. At Fremskrittspartiet harsin holdning til saka er i grunnen ikke overraskende.Fremskrittspartiet har hele tida signalisert at de er motstander av pakka. Det var faktisk så vidt jeg husker bareFremskrittspartiet som stemte imot da Stortinget i 1996vedtok at det skulle utarbeides en slik plan. Det var bareseks stemmer i Stortinget mot forslaget. Så Fremskrittspartiet har i grunnen opptrådt ryddig hele vegen, sjøl omjeg er dypt og inderlig uenig med Fremskrittspartiet i saken.Det er i grunnen noe mer overraskende hvilken vending Høyre har tatt i saken så langt. Når jeg sier overraskende, er det fordi det ikke minst fra Høyre-byrådet i Oslo, med samferdselsbyråden i spissen, har ivret sterkt forå få på plass Oslopakke 2. Jeg registrerte også at byrådetvar ute og roste samferdselsministeren for det framleggethan hadde lagt fram, da proposisjonen ble fremmet istatsråd.Jeg har i grunnen ingen ønsker om å starte noen polemikk med Høyre i forhold til det Høyre skriver i sinemerknader. Jeg syns for så vidt Høyre har gode poenger idet de tar opp. Høyre signaliserer jo ikke at de er imotpakka – det syns jeg er gledelig, men ønsker altså at dentotale behandlinga skal utsettes til behandlinga av Nasjonal transportplan, i og for seg også et reelt standpunkt,sjøl om jeg hadde håpet at også Høyre hadde vært medblant flertallet i dag.Det jeg spesielt har lyst til å uttrykke som er gledelig,er hva Høyre skriver om statens ansvar for å finansierede to dobbeltsporene, for det er i utgangspunktet statensansvar å bygge jernbane i Norge. Høyre skriver altså aten er villig til å være med på å finansiere de to nye dobbeltsporene med hjelp av ordinære midler. Sjøl om jegaltså ikke er helt fornøyd med den vendinga Høyre hartatt i saka, syns jeg i alle fall det er positive toner fraHøyre at en allerede nå signaliserer at en er interessert i åvære med på å finansiere de to nye dobbeltsporene.Til slutt: Jeg anbefaler på det varmeste at vi slutteropp om innstillinga fra samferdselskomiteen. Jeg trur deter usedvanlig viktig at vi nå kan få på plass så mye sommulig, at bompengeselskapet Fjellinjen får tillatelse til åstarte forhåndsinnkrevingen, og at vi kommer tilbakemed signaler om at staten er interessert i å bidra medmidler til Oslopakke 2, som da skal gå til å finansiere detsom er statens eget ansvar; å bygge de to dobbeltsporene:fra Skøyen til Asker og fra Ski til Oslo. Vi ser sjølsagt fram til behandlinga av Nasjonal transportplan om noen måneder.",2000
"616",2000-06-15,1997,426,"Thore Aksel Nistad ","FrP","Arbeiderpartiets, sentrumsog Høyres iver etter å skatteflå bilistene kjenner snart inS2491999-20003728Em. 15. juni – Delvis bompengefinansiering av forsert kollektivutbygging i Oslo og Akershus2000gen grenser. Avgiftsoppfinnsomheten kommer på løpende bånd. Høyre-byrådet i Oslo – godt støttet av Arbeiderpartiet,som vanlig – satte i gang avgift på bruk av piggdekk, tillatt etter at det var gått igjennom i Stortinget. Dekkstøyog rushtidsavgift er under vurdering. Bomringer settesopp på Jæren, i Østfold og i Vestfold. I innkrevingen frabilistene ved alle bomstasjonene har en nå kommet opp iformidable 2,2 milliarder kr. Mindre og mindre av inntektene fra bompengeinnkrevingen går til bygging avveier. En hel del av disse bompengeinntektene går vekk –til administrasjon, til bomvakter og til renter. Det siste nåer at det lille som er igjen, heller ikke skal benyttes tilveiutbygging.Nå har Arbeiderpartiet, sentrum og – helt utrolig –også det gode, gamle Høyre fulgt med: Bomstasjoner kanbrukes til så mangt. Ideen har de sikkert fått fra de gamlehistoriene om landeveisrøverne som tolla alle som ønsketå ri gjennom deres område, bare at hesten i dag er erstattet med bilen. I dag går allerede 20 pst. av inntektene iOslo-bomringen til andre ting enn veier. Utrolige 760mill. kr av bompengene i Oslo har disse partiene hittiltatt fra bilistene for å bruke dem på kollektivtrafikken.Og det er bare i Oslo-bomringen. Jeg vil vise til vårt forslags punkt 2, hvor vi ønsker athele dagens inntekt skal gå til veiutbygging, som var forutsetningen for Oslopakke 1. Før Oslopakke 1 er fullført, finner noen oppfinnsomme sjeler ut: Nå legger vi på ytterligere 2 kr i bomringen,og så kaller vi det Oslopakke 2. Snakk om pakke! Haddeman i rettferdighetens navn latt disse stakkars to kronenegått til Oslopakke 1, til veiutbygging, skulle jeg ha forstått det. Men nei, hele denne økningen skal gå til heltandre ting enn veiutbygging. Jeg må si at sannelig er det lurt å ha bilistene sommelkeku! For nå skal bilistene i Oslo betale trikkeutbygging, de skal betale T-bane, og de skal betale jernbaneutbygging i Oslo-området mv.Hva blir det neste bilistene skal betale? Og når kommer NAF og de andre bilorganisasjonene på banen? Nårtør NAF manne seg opp til å si at det bare er Fremskrittspartiet som står på skansen for mindre skatter og avgifterfor bilistene? I år vil staten ta inn formidable 40 milliarder kr fra bilistene, derav hele 2,2 milliarder kr i forskjellige bomringer rundt omkring i landet. Statens utgifter er på litt overen fjerdedel. Bilistene er blitt Arbeiderpartiets, sentrums og Høyresstore, store melkeku.Jeg vil få vise til Fremskrittspartiets forslag, som ertatt inn i innstillingen",2000
"617",2000-06-15,1997,11,"Presidenten","Stortinget","Representanten Thore Aksel Nistad hartatt opp det forslaget han refererte til.",2000
"618",2000-06-15,1997,492,"Rigmor Kofoed-Larsen ","KrF","Oslopakke 2 innebærer en etterlengtet satsing på kollektivtrafikken i Osloog Akershus. Vi er mange som har sett fram til dette medforventning. Saken har tatt lang tid, ikke minst fordi dethar vært nødvendig at både Oslo kommune og Akershusfylkeskommune aksepterer bruk av bompenger til finansiering av kollektivtiltak.Trafikksituasjonen i Oslo og på vegene inn til Oslo eruholdbar i rushtrafikken, det har vel de fleste av oss merket. Prognosene tilsier at trafikkveksten vil fortsette. Lufta i Oslo er allerede sterkt forurenset, og biltrafikken eren viktig kilde til forurensning. Derfor er vi nødt til ågjennomføre tiltak som kan legge til rette for at framtidigtrafikkvekst kommer i form av økt kollektivtrafikk. Biltrafikken er i tillegg svært arealkrevende. Arealene i hovedstaden er for verdifulle til at vi kan bruke dem til åbygge stadig bredere veger.Oslopakke 2 er planlagt som et spleiselag mellom staten, Oslo kommune og Akershus fylkeskommune. I tillegg skal trafikantene bidra. I første omgang økes bompengene for biltrafikken med 2 kr og billettprisene forkollektivreisende med 75 øre.Proposisjonen fra Regjeringen presenterer ikke de enkelte prosjektene i Oslopakken. Vi tar i dag derfor ikkestilling til enkeltprosjekter og hvorvidt de skal være endel av Oslopakke 2. Det gjelder heller ikke de prosjektene som er nevnt i proposisjonen. Av de viktigste prosjektene som sannsynligvis blir endel av Oslopakke 2, er nytt dobbeltspor fra Skøyen tilAsker og fra Oslo til Ski. Begge deler er viktige prosjekter for å avlaste innfartsårene til Oslo.Proposisjonen gjengir en del forutsetninger som Oslokommune og Akershus fylkeskommune har lagt til grunnfor sine vedtak. Vi tar i dag ikke stilling til disse. Det betyr heller ikke at vi har akseptert disse forutsetningene.Det gjelder bl.a. den statlige andelen, den endelige bompengeandelen og Oslos og Akershus' andeler av kostnadene. Fra Kristelig Folkepartis side ser vi heller ikke dagens vedtak med tanke på bompenger og bompengeperiodens varighet som et endelig vedtak. Jeg vil understreke at et flertall bestående av sentrumspartiene, SV og Arbeiderpartiet forutsetter at Stortinget ved behandlingen av Nasjonal transportplan skal tastilling til omfanget av Oslopakke 2, andelen statlig finansiering og prinsippene for kostnadsfordeling. Dennemerknaden er avgjørende for at vi fra Kristelig Folkepartis side har kunnet akseptere å åpne for innkreving avbompenger og brukerbetaling. Jeg håper at Regjeringen, når den legger fram Nasjonal transportplan, viser at den er i stand til å se investeringer i sammenheng, og at en satser på kollektivtrafikkder det er grunnlag for det, i stedet for ytterligere storsatsing på veiinvesteringer akkurat der.Kristelig Folkeparti støtter innstillingen.Så en liten merknad til representanten Thore Nistad,som i det virkelige liv, fra Stortingets side, faktisk hargått inn for bompengefinansiering av Rv 35 fra Lunnertil Gardermoen, i hans eget fylke. Så det er enkelte ganger bompengefinansiering også kan være brukbart, trorjeg vi kan si.O d d b j ø r g A u s d a l S t a r r f e l t haddeher teke over presidentplassen. 2000Em. 15. juni – Delvis bompengefinansiering av forsert kollektivutbygging i Oslo og Akershu",2000
"619",2000-06-15,1997,642,"3729Oddvard Nilsen ","H","Representanten Nistad hevet seg til de store høyder her når det gjaldtbompengeprosjekter, og representanten Kofoed-Larsenminnet om ett prosjekt. Jeg kan jo minne om et par andre.Hvis jeg ikke husker helt feil, stemte Fremskrittspartietfor Trekantsambandet, som er et bompengeprosjekt. Destemte også for Hardangerbrua, hvis jeg ikke tar helt feil– det ble ikke realisert, men det var tross alt et bompengeprosjekt. Så historien viser at det er nok ikke helt riktigat Fremskrittspartiet aldri har stemt for bompengeprosjekter i dette hus. Jeg tror det er langt flere tilfeller også,skal jeg være helt ærlig. Men så til saken. Høyre har i dette huset over lang tidvært med på å godta brukerfinansiering gjennom bompenger. Det har vi gjort under følgende forutsetninger:Det skal være lokalpolitisk enighet om prosjektet. Prosjektet skal være gitt prioritet, og det skal være definert.Det skal være en klar fordeling mellom bompenger ogstatlige bidrag, og bommene skal bort når prosjektet ernedbetalt. I løpet av de siste årene har vi sett en stadig glidningbort fra disse forutsetningene. Bompengeprosjektene blirmindre og mindre konkrete, og bompenger nyttes til alleønskelige formål. Statens bidrag er høyst usikkert, ogbompengene – bidraget – dras nesten ut i et evighetsperspektiv. Bompenger er faktisk i ferd med å gli bort fra åvære et konkret spleiselag på et prosjekt, til å bli en nypermanent statlig skatt. Det er derfor ikke overraskendeat de partiene som ivrer mest for økt brukerbetaling, er desamme partiene som ønsker økte offentlige inntekter vedå skattlegge private mer. Høyre har flere ganger advartmot den glidningen som vi ser nå – jeg har faktisk flereganger gjort det fra denne talerstol. Jeg vil understreke atdette gjør det mer og mer vanskelig for Høyre å væremed på slike prosjekter. Vi ønsker å holde fast på de klare forutsetningene somi sin tid lå til grunn for bompengefinansiering. Oslopakke2, slik som den foreligger pr. i dag – og som i grunnenikke er noe Oslopakke 2, men utelukkende en finansieringsplan i første omgang – er et godt eksempel på utviklingen og hvor det bærer hen. Flertallsvedtaket knyttet til Oslopakke 2 i denne sakendreier seg om det som ganske riktig står i proposisjonen.Hovedhensikten med proposisjonen er å gi hjemmel for åinnføre trafikantbetaling i form av økt bompengetakster,og det er det hele. I proposisjonen står det ikke hvilke prosjekter sominngår, men at man vurderer hvilke prosjekter som skalinngå i pakken for å redusere kostnadene og øke samfunnsnytten. Det eneste som er sikkert, er at bilisteneskal betale 2 kr, og kollektivpassasjerene 75 øre. Menhva staten skal bidra med, og hvilke prosjekter som skalinngå, sies det intet om i proposisjonen. Prinsippet om at bommene skal bort når prosjektet ernedbetalt, er erstattet med:« … og utrede strategier som kan være med på å økeden samfunnsøkonomiske nytten av Oslopakke 2.»For de som skjønner det, skal dette leses som veiprising. Det betyr evigvarende bommer. Alt dette viser atHøyres forutsetninger knyttet til bompengeinnføringikke er i nærheten av å være oppfylt. Høyre kan selvsagtikke være med på et slikt vedtak. Vi ønsker å få klarlagthva staten skal bidra med, hvilke prosjekter som skal inngå, hva pengene konkret skal brukes til, også knyttet tilde veiprosjektene som eventuelt foreligger. Det skal bliuhyre interessant å se hva det flertallet som ønsker åstemme for den bompengeinnføringen som vi vedtar idag, vil bidra med av statlige midler når vi kommer tilbehandlingen av Nasjonal transportplan. Jeg tror at Oslosbefolkning ikke skal være særlig optimistisk når det gjelder det statlige bidraget, jeg frykter at Oslos befolkningmå betale mye og lenge. Så vil jeg bare understreke i forhold til det som representanten Myrli var inne på, at Høyre mener at det åbygge jernbane er en statlig oppgave. Derfor fant vi detogså riktig i innstillingen å understreke nettopp det. Deto dobbeltsporene er uavhengige, spør du oss. Vi menerat det har en sammenheng med kollektivtransporten iOslo, men det har også betydning for NSB og hele landets jernbanenett. Derfor kan de ses helt separat fra dette",2000
"620",2000-06-15,1997,366,"Jorunn Ringstad ","Sp","I St.prp. nr. 64 blir Stortingetinvitert til å gjere vedtak om å auke bompengetakstane tildelvis finansiering av tiltak i ein plan for forsert kollektivutbygging i Oslo og Akershus. Stortinget er i utgangspunktet ikkje invitert til å gjere vedtak om noko anna ennauke av bompengesatsane.Departementet seier i klartekst at det m.a. står att eitomfattande arbeid for å kvalitetssikre kostnadsoverslaga.Utgreiing av kva prosjekt som skal inngå i Oslopakke 2for å redusere kostnadene og auke samfunnsnytten, erheller ikkje gjennomført. Ja, departementet seier det slik: «Det foreliggende grunnlagsmaterialet er svakereenn det som kreves for en bompengeproposisjon derdet også tas stilling til utbygging av prosjekter.»Det er dessutan naturleg at tiltak for gjennomføringfyrst skal drøftast i samband med Nasjonal transportplan,og at endeleg avklaring skal skje i samband med dei årlege budsjetta.Sjølv om proposisjonen så klart dokumenterer atgrunnlaget for å ta stilling til andre sider ved denne sakaenn bompengesatsen ikkje er til stades, kjem Samferdselsdepartementet med ei vurdering av mange fleire siderved Oslopakke 2 enn berre bompengespørsmålet. Eg finndet heilt unaturleg og umogeleg å ta stilling til sider vedOslopakke 2 som Samferdselsdepartementet seier må utgreiast nærare, kvalitetssikrast eller sjåast i samband medNasjonal transportplan.Eg er samd i det som eit nesten samla storting tidlegare har sagt om kollektivutbygging i Oslo- og Akershusregionen. Det må vere eit mål å auke kollektivdelen idenne regionen. Dette må ein leggje til rette for, medbåde infrastruktur og materiellsatsing for ulike transportformer. Det stadig aukande trafikkproblemet i denne regionen kan ein ikkje løyse berre ved å leggje til rette forauka privatbilisme. Kollektivdelen må aukast.3730Em. 15. juni – Delvis bompengefinansiering av forsert kollektivutbygging i Oslo og Akershus2000Oslopakke 2 skal verke som eit spleiselag, med finansiering frå staten, Oslo kommune, Akershus fylkeskommune og frå trafikantane sjølve.Men St.prp. nr. 64 gjev ikkje grunnlag for å ta stillingtil omfanget av Oslopakke 2. Som fleirtalet i komiteenhar sagt i merknadene, reknar eg med at ein vil komemed nærare omtale av dei enkelte prosjekta i Nasjonaltransportplan. Fyrst ved handsaminga av denne planenvil vi kunne ta stilling til omfanget av Oslopakke 2, korstor den statlege finansieringsdelen skal vere, og prinsippa for kostnadsdeling.I denne omgangen støttar Senterpartiet forslaget om atdet blir gjeve løyve til å auke bompengesatsane",2000
"621",2000-06-15,1997,629,"Inge Myrvoll ","SV","Det kan ikke herske tvil om atdet er behov for et kollektivløft i hovedstaden. Det går ikke an å «vegbygge» seg ut av transportsituasjonen. Ja, man kan åpne en ny veg med større kapasitet,hvor man flytter trafikkorken et stykke videre – og så måman i gang med nye prosjekt. Og mens man da fyllerbyen og områdene rundt med biler, får man et stadig dårligere miljø, helseproblemer, flere trafikkskader osv. Derfor er det en god intensjon i det som ligger her iOslopakke 2 – en god intensjon om at man skal ha et kollektivløft, og at vegbrukerne også skal være med på å betale det. Men, det blir for puslete ut fra behovene. Vitrenger et mye større løft enn det det legges opp til her,og jeg håper at det kan gis signaler i den retning.Jeg er helt enig med saksordføreren, representantenMyrli, som bl.a. var inne på de jernbaneinvesteringenesom trengs til de to dobbeltsporene i Oslo-området somhar en prislapp på 13-14 milliarder kr. Med det investeringsnivået som er på jernbaneinfrastrukturen i dag, villedet, hvis man brukte hver krone på disse sporene, tilsi tiårs investeringer. Men så vet vi det at det også skal skjeandre ting på norsk jernbanenett – på Østfoldbanen ellerVestfoldbanen, profilutvidelse av tunneler på Bergensbanen eller Nordlandsbanen. Hvert enkelt prosjekt er kanskje ikke så veldig dyrt, men noen av pengene må gåutenfor dette området også. Og hvis man i tillegg skal hastatlige bidrag til T-banering osv., ser vi at her blir detsnakk om veldig store statlige midler, og det vil ta veldig,veldig lang tid.Derfor tror jeg at brukerne, hvis man skal nå de målene, de gode intensjonene som ligger her, er nødt til å betale mer. Jeg vet at det ikke er populært å si det, men laoss da heve bompengesatsen til 20 kr! En femmer ekstrabetyr 300 mill. kr året i ekstra inntekter til å bruke på dette løftet. Da kan vi få gjort dette i et mye kjappere tempo,og nå resultater.Når vi så kommer til behandlingen av Nasjonal transportplan, og jeg ser at rammene for jernbaneinvesteringene blir tredoblet framover i forhold til i dag, er det ingensom er lykkeligere enn meg! Da skal vi greie å få til dissedobbeltsporene rimelig raskt. Men jeg har liten tro på atvi ser noen dobling, eller tredobling. Derfor tror jeg nok at Oslo og Akershus bør ta noensignaler om at de, hvis de ønsker å få realisert rimeligraskt det som de regner som statlige oppgaver hvor statenskal betale hele regningen, må gå inn for brukerfinansiering når det gjelder jernbaneprosjektene. Vi vet jo også at det ligger andre prosjekter i kjømda,det skal f.eks. skje en tilknytning til Fornebu-området.Jeg skal ikke ta opp debatten om hvor glupt dette med ITFornebu er, for det vedtaket er jo dessverre gjort. Menkanskje skal de som etablerer seg der ute, betale fortransportløsningene – jeg er i tvil om dette, jeg ser ikkebort fra at man prøver å sende en del av regninga til staten.Det er altså ganske store investeringer som må gjøres idette området for å få til kollektivløsningene – det skaldessuten gjøres investeringer i resten av landet. Jeg vil da si følgende: Det er gode intensjoner i Oslopakke 2. De skal vi gi vår klare tilslutning til, samtidigsom det er viktig at vi sier fra om at det kreves et størretempo, som igjen betyr høyere brukerbetaling.For øvrig er det bra at det står et bredt flertall bak ønsket om en kollektivsatsing. Jeg er også veldig glad for atdet med den politiske sammensetninga vi har i Oslo, er etflertall der som tenker i de baner – ja, både jernbanen ogT-banen. Så vi får komme tilbake til de mer konkrete tingene når vi får Transportplanen til behandling og håpe atdet blir et raskt kollektivløft i hovedstaden",2000
